head,relation,tail
"判断下列说法是否正确。正确的画“√”，错误的画“×”。(3) “一猪生九仔, 连母十个样”, 这句话描述了生物的遗传现象。",tests_concept,遗传和变异
判断下列说法是否正确。正确的画“√”，错误的画“×”。(4) 生物都是由细胞构成的。,tests_concept,细胞
判断下列说法是否正确。正确的画“√”，错误的画“×”。(4) 生物都是由细胞构成的。,tests_concept,病毒
判断下列说法是否正确。正确的画“√”，错误的画“×”。（1）生物的环境是指生物的生存地点。（2）非生物因素只有阳光、温度和水。（3）生物既受环境影响，也能影响环境。（4）同种生物的个体之间只有竞争关系。,tests_concept,环境（生物的生活环境）
判断下列说法是否正确。正确的画“√”，错误的画“×”。（1）生物的环境是指生物的生存地点。（2）非生物因素只有阳光、温度和水。（3）生物既受环境影响，也能影响环境。（4）同种生物的个体之间只有竞争关系。,tests_concept,非生物因素
判断下列说法是否正确。正确的画“√”，错误的画“×”。（1）生物的环境是指生物的生存地点。（2）非生物因素只有阳光、温度和水。（3）生物既受环境影响，也能影响环境。（4）同种生物的个体之间只有竞争关系。,tests_concept,生物与环境的相互作用
下列有关生物圈的范围及其定义的叙述中，正确的是：（）A. 地球上所有生物的总称; B. 大气圈、水圈和岩石圈的全部; C. 地球上所有生物能够生活的地方; D. 地球上所有生物以及它们所生活的环境,tests_concept,生物圈
在制作洋葱鳞片叶内表皮细胞临时装片时，盖盖玻片应如何操作以避免出现气泡？,tests_skill,制作临时装片
动物细胞通常具有哪些基本结构？与植物细胞相比，动物细胞通常缺少哪些结构？,tests_concept,动物细胞的基本结构
细胞膜在细胞生活中起什么作用？请概括其与物质进出有关的功能。,tests_concept,细胞膜
在细胞分裂过程中，为什么两个新细胞与原细胞所含的遗传物质是一样的？,tests_concept,细胞分裂过程中染色体的复制与均分
由形态相似、结构和功能相同的细胞联合在一起形成的细胞群叫做什么？,tests_concept,组织
简述人体结构层次从微观到宏观的组成顺序。,tests_concept,动物体的结构层次
简述人体结构层次从微观到宏观的组成顺序。,tests_skill,使用显微镜观察玻片标本并辨认组织类型
根据教材：种子由哪些基本部分组成？其中哪一部分将来能发育成一个植物体？,tests_concept,种子
根据教材：种子由哪些基本部分组成？其中哪一部分将来能发育成一个植物体？,tests_concept,胚
判断题：藻类植物具有根、茎、叶的分化。（  ）,tests_concept,藻类植物
"选择题：下列关于裸子植物与被子植物的叙述，正确的是（  ）
A. 裸子植物的种子外面有果皮包被
B. 被子植物的种子裸露在外
C. 裸子植物的种子裸露着
D. 裸子植物的球果是果实",tests_concept,裸子植物
"选择题：下列关于裸子植物与被子植物的叙述，正确的是（  ）
A. 裸子植物的种子外面有果皮包被
B. 被子植物的种子裸露在外
C. 裸子植物的种子裸露着
D. 裸子植物的球果是果实",tests_concept,球果不是果实（裸子植物种子裸露）
"选择题：下列关于裸子植物与被子植物的叙述，正确的是（  ）
A. 裸子植物的种子外面有果皮包被
B. 被子植物的种子裸露在外
C. 裸子植物的种子裸露着
D. 裸子植物的球果是果实",tests_skill,比较法（比较不同类群特征）
种子发芽率的计算公式是什么？若供检测的种子数为100粒，其中发芽的种子数为92粒，则该批种子的发芽率是多少？,tests_concept,发芽率
花粉从花药散放而落到雌蕊柱头上的过程叫做什么？异花传粉通常需要哪些媒介？,tests_concept,传粉
花粉从花药散放而落到雌蕊柱头上的过程叫做什么？异花传粉通常需要哪些媒介？,tests_concept,异花传粉
判断：茎中的导管是运输水分的管道，导管是由一个细胞构成的。,tests_concept,导管
判断：植物吸收的水分，通过蒸腾作用大量散失掉了，这对植物来说是一种浪费。,tests_concept,蒸腾作用的意义
判断：植物可以通过控制保卫细胞的形状和大小来控制气体和水分的进出。,tests_concept,保卫细胞
判断：植物可以通过控制保卫细胞的形状和大小来控制气体和水分的进出。,tests_concept,气孔
判断：光是绿色植物制造有机物不可缺少的条件。,tests_concept,光是绿色植物制造有机物不可缺少的条件
判断：叶绿素是绿叶进行光合作用的主要场所。,tests_concept,叶绿体
判断：叶绿素是绿叶进行光合作用的主要场所。,tests_concept,叶绿素
判断：光是绿色植物制造有机物不可缺少的条件。,tests_skill,对照实验法（遮光对照）
晚上，将金鱼藻放在盛有水的试管中，将试管先后放在离白炽灯不同距离处，记录每分钟产生的气泡数如下：10cm：60个；20cm：25个；30cm：10个；40cm：5个。①金鱼藻和光源的距离远近与其产生的气泡数目之间有什么关系？从中可以得出什么结论？②如果将这个试管放在黑暗中，你能预测出实验结果吗？,tests_concept,光合作用
晚上，将金鱼藻放在盛有水的试管中，将试管先后放在离白炽灯不同距离处，记录每分钟产生的气泡数如下：10cm：60个；20cm：25个；30cm：10个；40cm：5个。①金鱼藻和光源的距离远近与其产生的气泡数目之间有什么关系？从中可以得出什么结论？②如果将这个试管放在黑暗中，你能预测出实验结果吗？,tests_skill,分析实验数据并归纳结论
甲乙两地出产同一种甜瓜，甲地甜瓜比乙地含糖量高。调查得：白天平均温度两地均为33℃；夜间甲地12℃、乙地22℃。光照条件和栽培措施基本相同。请分析：环境温度对呼吸作用的强弱有什么影响？写出有顺序的推理过程。,tests_concept,呼吸作用
甲乙两地出产同一种甜瓜，甲地甜瓜比乙地含糖量高。调查得：白天平均温度两地均为33℃；夜间甲地12℃、乙地22℃。光照条件和栽培措施基本相同。请分析：环境温度对呼吸作用的强弱有什么影响？写出有顺序的推理过程。,tests_skill,基于证据的推理（因果推断）
判断题：一个地区内生长的所有植物叫做这个地区的植被。,tests_concept,植被（vegetation）
简答题：课文指出我国草原面临的主要问题是什么？它可能带来什么后果？,tests_concept,草场退化与沙化
简答题：课文指出我国草原面临的主要问题是什么？它可能带来什么后果？,tests_concept,土地沙漠化
"根据教材短文内容，判断下列陈述中哪些是事实，哪些是观点：
（1）古人类露西的化石是在非洲发现的。
（2）露西生活在300万年前。
（3）其他地区没有发现200万～300万年前的古人类化石。
（4）亚洲的直立人是从非洲迁徙过来的。",tests_skill,区分事实和观点
馒头在口腔中细嚼会逐渐变甜。请解释馒头变甜的原因，并写出涉及的主要物质变化。,tests_concept,淀粉分解为麦芽糖
馒头在口腔中细嚼会逐渐变甜。请解释馒头变甜的原因，并写出涉及的主要物质变化。,tests_concept,唾液淀粉酶
根据教材信息，说明“合理营养”的两层含义，并各举一条日常饮食中的做法作为例子。,tests_concept,合理营养
根据教材信息，说明“合理营养”的两层含义，并各举一条日常饮食中的做法作为例子。,tests_concept,三餐能量分配
呼吸道除了是气体进出肺的通道外，还能对吸入的气体进行哪些处理？这些处理分别主要依靠哪些结构实现？,tests_concept,呼吸道对空气的处理
呼吸道除了是气体进出肺的通道外，还能对吸入的气体进行哪些处理？这些处理分别主要依靠哪些结构实现？,tests_concept,鼻腔结构与功能（鼻毛、黏膜、毛细血管）
呼吸道除了是气体进出肺的通道外，还能对吸入的气体进行哪些处理？这些处理分别主要依靠哪些结构实现？,tests_concept,气管/支气管纤毛运动与排痰
呼吸道除了是气体进出肺的通道外，还能对吸入的气体进行哪些处理？这些处理分别主要依靠哪些结构实现？,tests_concept,腺细胞分泌黏液的防御作用
简述吸气与呼气时胸腔容积、肺内气体压力以及气体进出的变化关系。,tests_concept,肺与外界的气体交换（通气）
简述吸气与呼气时胸腔容积、肺内气体压力以及气体进出的变化关系。,tests_concept,胸廓容积变化
简述吸气与呼气时胸腔容积、肺内气体压力以及气体进出的变化关系。,tests_concept,膈（膈肌）运动
含有抗凝剂的血液离心后出现分层：上层淡黄色半透明液体约占血液总量的55%，下层红色部分为红细胞，两层交界处有薄薄的白色层。请写出三层分别主要是什么，并概括血液由哪几部分构成。,tests_concept,血液
含有抗凝剂的血液离心后出现分层：上层淡黄色半透明液体约占血液总量的55%，下层红色部分为红细胞，两层交界处有薄薄的白色层。请写出三层分别主要是什么，并概括血液由哪几部分构成。,tests_concept,血浆
含有抗凝剂的血液离心后出现分层：上层淡黄色半透明液体约占血液总量的55%，下层红色部分为红细胞，两层交界处有薄薄的白色层。请写出三层分别主要是什么，并概括血液由哪几部分构成。,tests_concept,血细胞
为什么在毛细血管中红细胞常呈单行通过？这说明毛细血管在结构上具有什么特点，并与其功能有什么关系？,tests_concept,毛细血管
为什么在毛细血管中红细胞常呈单行通过？这说明毛细血管在结构上具有什么特点，并与其功能有什么关系？,tests_concept,物质交换（血液与组织细胞）
安全输血的基本原则是什么？在紧急情况下没有同型血时，哪些血型的人可以少量输入O型血？AB型血的人在紧急情况下还可以少量输入哪些血型的血？,tests_concept,安全输血原则（同型输血）
安全输血的基本原则是什么？在紧急情况下没有同型血时，哪些血型的人可以少量输入O型血？AB型血的人在紧急情况下还可以少量输入哪些血型的血？,tests_concept,血型（ABO血型）
为什么在毛细血管中红细胞常呈单行通过？这说明毛细血管在结构上具有什么特点，并与其功能有什么关系？,tests_skill,观察并分辨血管类型及血流特点
根据教材给出的成分数据：血浆和肾小囊中液体都含有葡萄糖（0.1克/100毫升），但尿液中葡萄糖为0。由此可以推断肾单位中哪一结构具有怎样的作用？,tests_concept,重吸收作用（肾小管）
